modelo,nome,posto,entrada,saida,duracao,perna
Actros,Actros_0,30B,330.0,1082.0,752.0,2
Actros,Actros_0,31B,1082.0,1637.0,555.0,2
Actros,Actros_1,30B,1082.0,1834.0,752.0,2
Atego quinta roda,Atego quinta roda_2,30B,1834.0,2160.0,326.0,2
Actros,Actros_1,31B,1834.0,2389.0,555.0,2
Atego quinta roda,Atego quinta roda_3,30B,2164.0,2490.0,326.0,2
Actros,Actros_0,32B,1637.0,2602.0,965.0,2
Atego quinta roda,Atego quinta roda_2,31B,2160.0,2719.0,559.0,2
Atego quinta roda,Atego quinta roda_3,31B,2490.0,3049.0,559.0,2
Accelo,Accelo_6,30A,2824.0,3077.0,253.0,1
Actros,Actros_0,32D,2602.0,3096.0,494.0,2
Arocs,Arocs_4,30B,2494.0,3246.0,752.0,2
Accelo,Accelo_6,31A,3077.0,3393.0,316.0,1
Actros,Actros_1,32B,2389.0,3567.0,1178.0,2
Arocs,Arocs_4,31B,3246.0,3801.0,555.0,2
Atego,Atego_8,30A,3576.0,3890.0,314.0,1
Arocs,Arocs_7,30B,3246.0,3998.0,752.0,2
Actros,Actros_1,32D,3567.0,4061.0,494.0,2
Atego quinta roda,Atego quinta roda_2,32B,2719.0,4124.0,1405.0,2
Atego,Atego_8,31A,3890.0,4204.0,314.0,1
Accelo,Accelo_6,32A,3393.0,4461.0,1068.0,1
Arocs,Arocs_7,31B,3998.0,4553.0,555.0,2
Accelo,Accelo_10,30A,4328.0,4581.0,253.0,1
Atego quinta roda,Atego quinta roda_3,32B,3049.0,4681.0,1632.0,2
Arocs,Arocs_9,30B,3998.0,4750.0,752.0,2
Accelo,Accelo_10,31A,4581.0,4897.0,316.0,1
Atego quinta roda,Atego quinta roda_11,30B,4750.0,5076.0,326.0,2
Arocs,Arocs_9,31B,4750.0,5305.0,555.0,2
Atego (ATP),Atego (ATP)_12,30A,5080.0,5406.0,326.0,1
Atego,Atego_8,32A,4204.0,5595.0,1391.0,1
Atego quinta roda,Atego quinta roda_11,31B,5076.0,5635.0,559.0,2
Arocs,Arocs_4,32B,3801.0,5646.0,1845.0,2
Atego,Atego_13,30A,5410.0,5724.0,314.0,1
Atego (ATP),Atego (ATP)_12,31A,5406.0,5736.0,330.0,1
Accelo,Accelo_6,32C,4461.0,6040.0,1579.0,1
Atego,Atego_13,31A,5724.0,6050.0,326.0,1
Atego quinta roda,Atego quinta roda_15,30B,5740.0,6066.0,326.0,2
Atego,Atego_17,30A,6070.0,6384.0,314.0,1
Atego quinta roda,Atego quinta roda_15,31B,6066.0,6396.0,330.0,2
Atego quinta roda,Atego quinta roda_2,32D,4124.0,6494.0,2370.0,2
Arocs,Arocs_7,32B,4553.0,6611.0,2058.0,2
Accelo,Accelo_10,32A,4897.0,6663.0,1766.0,1
Atego,Atego_17,31A,6384.0,6698.0,314.0,1
Accelo,Accelo_19,30A,6730.0,6983.0,253.0,1
Actros,Actros_0,33B,3096.0,7149.0,4053.0,2
Arocs,Arocs_18,30B,6400.0,7152.0,752.0,2
Accelo,Accelo_19,31A,6983.0,7299.0,316.0,1
Arocs,Arocs_9,32B,5305.0,7576.0,2271.0,2
