modelo,nome,posto,perna,fila,processo,entrada,saida,duracao
Atego (ATP),Atego (ATP)_0,30A,1,0.0,326.0,330.0,656.0,326.0
Atego,Atego_1,30B,2,0.0,314.0,660.0,974.0,314.0
Atego (ATP),Atego (ATP)_0,31A,1,0.0,330.0,656.0,986.0,330.0
Atego,Atego_1,31B,2,0.0,314.0,974.0,1288.0,314.0
Atego,Atego_2,30A,1,0.0,314.0,990.0,1304.0,314.0
Atego,Atego_2,31A,1,0.0,314.0,1304.0,1618.0,314.0
Atego (ATP),Atego (ATP)_0,32A,1,0.0,677.0,986.0,1663.0,677.0
Atego,Atego_1,32B,2,0.0,414.0,1288.0,1702.0,414.0
Actros,Actros_3,32D,2,0.0,494.0,1320.0,1814.0,494.0
Accelo,Accelo_4,30A,1,0.0,253.0,1650.0,1903.0,253.0
Atego,Atego_2,32A,1,45.0,414.0,1663.0,2077.0,414.0
Accelo,Accelo_4,31A,1,0.0,316.0,1903.0,2219.0,316.0
Actros,Actros_3,33B,2,0.0,407.0,1814.0,2221.0,407.0
Accelo,Accelo_5,30B,2,0.0,253.0,1980.0,2233.0,253.0
Atego,Atego_1,32D,2,112.0,544.0,1814.0,2358.0,544.0
Atego (ATP),Atego (ATP)_0,32C,1,0.0,815.0,1663.0,2478.0,815.0
Accelo,Accelo_5,31B,2,0.0,316.0,2233.0,2549.0,316.0
Accelo,Accelo_4,32A,1,0.0,354.0,2219.0,2573.0,354.0
Atego,Atego_6,30A,1,0.0,314.0,2310.0,2624.0,314.0
Atego,Atego_1,33B,2,0.0,428.0,2358.0,2786.0,428.0
Atego (ATP),Atego (ATP)_0,33A,1,0.0,376.0,2478.0,2854.0,376.0
Accelo,Accelo_5,32B,2,0.0,354.0,2549.0,2903.0,354.0
Atego,Atego_6,31A,1,0.0,314.0,2624.0,2938.0,314.0
Atego (ATP),Atego (ATP)_7,30B,2,0.0,326.0,2640.0,2966.0,326.0
Atego,Atego_2,32C,1,401.0,544.0,2478.0,3022.0,544.0
Atego,Atego_8,30A,1,0.0,314.0,2970.0,3284.0,314.0
Atego (ATP),Atego (ATP)_7,31B,2,0.0,330.0,2966.0,3296.0,330.0
Atego,Atego_6,32A,1,0.0,414.0,2938.0,3352.0,414.0
Atego,Atego_1,34B,2,0.0,646.0,2786.0,3432.0,646.0
Atego,Atego_2,33A,1,0.0,428.0,3022.0,3450.0,428.0
Accelo,Accelo_5,32D,2,0.0,561.0,2903.0,3464.0,561.0
Atego (ATP),Atego (ATP)_0,34A,1,0.0,650.0,2854.0,3504.0,650.0
Accelo,Accelo_4,32C,1,449.0,561.0,3022.0,3583.0,561.0
Atego,Atego_8,31A,1,0.0,314.0,3284.0,3598.0,314.0
Atego,Atego_9,30B,2,0.0,314.0,3300.0,3614.0,314.0
Accelo,Accelo_5,33B,2,0.0,369.0,3464.0,3833.0,369.0
Atego,Atego_9,31B,2,0.0,314.0,3614.0,3928.0,314.0
Accelo,Accelo_4,33A,1,0.0,369.0,3583.0,3952.0,369.0
Atego (ATP),Atego (ATP)_7,32B,2,0.0,677.0,3296.0,3973.0,677.0
Atego,Atego_8,32A,1,0.0,414.0,3598.0,4012.0,414.0
Atego,Atego_1,39,2,0.0,633.0,3432.0,4065.0,633.0
Atego,Atego_6,32C,1,231.0,544.0,3583.0,4127.0,544.0
Atego (ATP),Atego (ATP)_0,38,1,0.0,633.0,3504.0,4137.0,633.0
Atego,Atego_2,34A,1,54.0,646.0,3504.0,4150.0,646.0
Atego,Atego_9,32B,2,45.0,414.0,3973.0,4387.0,414.0
Actros,Actros_11,32D,2,0.0,494.0,3960.0,4454.0,494.0
Accelo,Accelo_5,34B,2,0.0,671.0,3833.0,4504.0,671.0
Atego,Atego_6,33A,1,0.0,428.0,4127.0,4555.0,428.0
Atego,Atego_12,30A,1,0.0,314.0,4290.0,4604.0,314.0
Actros,Actros_10,32C,1,497.0,494.0,4127.0,4621.0,494.0
Atego,Atego_2,38,1,0.0,633.0,4150.0,4783.0,633.0
Accelo,Accelo_4,34A,1,198.0,671.0,4150.0,4821.0,671.0
Actros,Actros_11,33B,2,0.0,407.0,4454.0,4861.0,407.0
Accelo,Accelo_13,30B,2,0.0,253.0,4620.0,4873.0,253.0
Atego,Atego_12,31A,1,0.0,314.0,4604.0,4918.0,314.0
Actros,Actros_10,33A,1,0.0,407.0,4621.0,5028.0,407.0
Accelo,Accelo_5,39,2,0.0,633.0,4504.0,5137.0,633.0
Atego,Atego_8,32C,1,609.0,544.0,4621.0,5165.0,544.0
Accelo,Accelo_13,31B,2,0.0,316.0,4873.0,5189.0,316.0
Atego (ATP),Atego (ATP)_7,32D,2,481.0,815.0,4454.0,5269.0,815.0
Atego (ATP),Atego (ATP)_14,30A,1,0.0,326.0,4950.0,5276.0,326.0
Atego,Atego_12,32A,1,0.0,414.0,4918.0,5332.0,414.0
Accelo,Accelo_4,38,1,0.0,633.0,4821.0,5454.0,633.0
Atego,Atego_6,34A,1,266.0,646.0,4821.0,5467.0,646.0
Accelo,Accelo_15,30B,2,0.0,253.0,5280.0,5533.0,253.0
Accelo,Accelo_13,32B,2,0.0,354.0,5189.0,5543.0,354.0
Atego,Atego_8,33A,1,0.0,428.0,5165.0,5593.0,428.0
Atego (ATP),Atego (ATP)_14,31A,1,0.0,330.0,5276.0,5606.0,330.0
Atego (ATP),Atego (ATP)_7,33B,2,0.0,376.0,5269.0,5645.0,376.0
Atego,Atego_9,32D,2,882.0,544.0,5269.0,5813.0,544.0
Accelo,Accelo_15,31B,2,0.0,316.0,5533.0,5849.0,316.0
